# Acquisizione Analog Discovery 2
# Timestamp 2024-11-12 10:11:03
# time	ch1	ch2
-5.000000000000000104e-03	4.591042034979074815e-01	2.798564384585967346e+00
-4.990000000000000512e-03	1.270285960268279293e-02	2.780042653354763971e+00
-4.980000000000000052e-03	-9.797515954489358081e-02	2.798564384585967346e+00
-4.970000000000000459e-03	3.668725208749271660e-01	2.787451345847244966e+00
-4.959999999999999999e-03	3.852773073711728002e-02	2.765225268369801093e+00
-4.950000000000000407e-03	-1.053536941547320027e-01	2.787451345847244966e+00
-4.940000000000000814e-03	4.627934708028266786e-01	2.798564384585967346e+00
-4.930000000000000354e-03	2.745992882235964369e-02	2.776338307108523029e+00
-4.920000000000000762e-03	-4.263614997110538873e-02	2.794860038339726405e+00
-4.910000000000000302e-03	4.517256688880690318e-01	2.780042653354763971e+00
-4.900000000000000709e-03	-2.787908075142854145e-02	2.776338307108523029e+00
-4.890000000000000249e-03	-9.428589223997435598e-02	2.768929614616041590e+00
-4.880000000000000657e-03	7.910967109122861440e-02	2.787451345847244966e+00
-4.870000000000000197e-03	1.635057687925156600e-03	2.794860038339726405e+00
-4.860000000000000604e-03	9.013592297763581979e-03	2.776338307108523029e+00
-4.850000000000000144e-03	-2.418981344650933049e-02	2.780042653354763971e+00
-4.840000000000000552e-03	-1.201107633744088465e-01	2.791155692093485907e+00
-4.830000000000000092e-03	-3.156419305351271243e-01	2.798564384585967346e+00
-4.820000000000000499e-03	1.635057687925156600e-03	2.783746999601004468e+00
-4.810000000000000039e-03	4.148329958388769501e-01	2.794860038339726405e+00
-4.800000000000000447e-03	-9.432744226832479734e-03	2.768929614616041590e+00
-4.789999999999999987e-03	-3.156834805634775587e-02	2.776338307108523029e+00
-4.780000000000000394e-03	-2.050054614159011607e-02	2.798564384585967346e+00
-4.770000000000000802e-03	-6.108248649570145739e-02	2.783746999601004468e+00
-4.760000000000000342e-03	-1.238000306793280714e-01	2.783746999601004468e+00
-4.750000000000000749e-03	-1.016644268498127918e-01	2.787451345847244966e+00
-4.740000000000000289e-03	1.639212690760200736e-02	2.768929614616041590e+00
-4.730000000000000697e-03	1.270285960268279293e-02	2.783746999601004468e+00
-4.720000000000000237e-03	-1.681127883667090511e-02	2.787451345847244966e+00
-4.710000000000000644e-03	2.451266998125931629e-01	2.783746999601004468e+00
-4.700000000000000185e-03	5.697406726171334174e-02	2.802268730832207844e+00
-4.690000000000000592e-03	-8.690735763013593407e-02	2.798564384585967346e+00
-4.680000000000000132e-03	-1.311785652891664933e-01	2.787451345847244966e+00
