# Acquisizione Analog Discovery 2
# Timestamp 2024-11-12 11:26:06
# time	ch1	ch2
-5.000000000000000104e-03	4.945253246279669668e+00	-2.044310880318640430e-02
-4.990000000000000512e-03	4.956321048194427092e+00	-1.921377571983029237e-03
-4.980000000000000052e-03	4.960010315499346234e+00	-2.044310880318640430e-02
-4.970000000000000459e-03	4.956321048194427092e+00	-1.673876255694572990e-02
-4.959999999999999999e-03	4.948942513584588809e+00	-9.330070064464379351e-03
-4.950000000000000407e-03	4.952631780889507951e+00	-2.414745504942707871e-02
-4.940000000000000814e-03	4.974767384719022800e+00	-1.673876255694572990e-02
-4.930000000000000354e-03	4.960010315499346234e+00	-2.044310880318640430e-02
-4.920000000000000762e-03	4.952631780889507951e+00	-1.303441631070505376e-02
-4.910000000000000302e-03	4.960010315499346234e+00	-3.155614754190842752e-02
-4.900000000000000709e-03	4.971078117414103659e+00	-1.673876255694572990e-02
-4.890000000000000249e-03	4.971078117414103659e+00	-9.330070064464379351e-03
-4.880000000000000657e-03	4.960010315499346234e+00	-1.921377571983029237e-03
-4.870000000000000197e-03	4.952631780889507951e+00	-2.044310880318640430e-02
-4.860000000000000604e-03	4.960010315499346234e+00	-5.625723818223704077e-03
-4.850000000000000144e-03	4.948942513584588809e+00	-5.625723818223704077e-03
-4.840000000000000552e-03	4.952631780889507951e+00	-1.921377571983029237e-03
-4.830000000000000092e-03	4.956321048194427092e+00	-2.785180129566775312e-02
-4.820000000000000499e-03	4.960010315499346234e+00	-1.303441631070505376e-02
-4.810000000000000039e-03	4.956321048194427092e+00	-1.921377571983029237e-03
-4.800000000000000447e-03	4.963699582804265376e+00	-2.414745504942707871e-02
-4.789999999999999987e-03	4.952631780889507951e+00	-3.155614754190842752e-02
-4.780000000000000394e-03	4.956321048194427092e+00	-3.155614754190842752e-02
-4.770000000000000802e-03	4.974767384719022800e+00	-1.673876255694572990e-02
-4.760000000000000342e-03	4.952631780889507951e+00	1.782968674257645603e-03
-4.750000000000000749e-03	4.956321048194427092e+00	-1.303441631070505376e-02
-4.740000000000000289e-03	4.960010315499346234e+00	-1.303441631070505376e-02
-4.730000000000000697e-03	4.960010315499346234e+00	-9.330070064464379351e-03
-4.720000000000000237e-03	4.941563978974750526e+00	-2.785180129566775312e-02
-4.710000000000000644e-03	4.956321048194427092e+00	1.782968674257645603e-03
-4.700000000000000185e-03	4.960010315499346234e+00	-1.303441631070505376e-02
-4.690000000000000592e-03	4.948942513584588809e+00	-9.330070064464379351e-03
-4.680000000000000132e-03	4.963699582804265376e+00	-9.330070064464379351e-03
-4.670000000000000540e-03	4.974767384719022800e+00	-2.044310880318640430e-02
-4.660000000000000080e-03	4.952631780889507951e+00	-1.303441631070505376e-02
-4.650000000000000487e-03	4.960010315499346234e+00	-2.044310880318640430e-02
-4.640000000000000027e-03	4.963699582804265376e+00	-9.330070064464379351e-03
-4.630000000000000435e-03	4.960010315499346234e+00	-1.673876255694572990e-02
-4.619999999999999975e-03	4.967388850109184517e+00	-3.526049378814910540e-02
-4.610000000000000382e-03	4.952631780889507951e+00	-2.044310880318640430e-02
