-4.095999999999999815e-03	1.889192081705345361e+00	1.636706220299616987e+00
-4.094999999999999682e-03	1.889530833005720112e+00	1.633988590612843739e+00
-4.093999999999999549e-03	1.889192081705345361e+00	1.630931257215223917e+00
-4.092999999999999416e-03	1.889869584306095085e+00	1.631610664636917285e+00
-4.092000000000000151e-03	1.890885838207219560e+00	1.633988590612843739e+00
-4.091000000000000018e-03	1.890885838207219560e+00	1.635347405456230474e+00
-4.089999999999999886e-03	1.890547086906844587e+00	1.636366516588770414e+00
-4.088999999999999753e-03	1.891224589507594311e+00	1.636366516588770414e+00
-4.087999999999999620e-03	1.891563340807969062e+00	1.636366516588770414e+00
-4.086999999999999487e-03	1.892240843408718787e+00	1.636026812877923620e+00
-4.086000000000000222e-03	1.892579594709093538e+00	1.637045924010463560e+00
-4.085000000000000089e-03	1.892579594709093538e+00	1.637045924010463560e+00
-4.083999999999999957e-03	1.893257097309843262e+00	1.638065035143003501e+00
-4.082999999999999824e-03	1.893595848610218013e+00	1.637385627721310355e+00
-4.081999999999999691e-03	1.894612102511342488e+00	1.639084146275543441e+00
-4.080999999999999558e-03	1.894612102511342488e+00	1.640103257408083381e+00
-4.079999999999999426e-03	1.894950853811717462e+00	1.639763553697236809e+00
-4.079000000000000160e-03	1.896305859013216688e+00	1.636706220299616987e+00
-4.078000000000000028e-03	1.896305859013216688e+00	1.634667998034537106e+00
-4.076999999999999895e-03	1.896983361613966412e+00	1.636366516588770414e+00
-4.075999999999999762e-03	1.897322112914341163e+00	1.639084146275543441e+00
-4.074999999999999629e-03	1.896983361613966412e+00	1.640442961118930176e+00
-4.073999999999999497e-03	1.897999615515090888e+00	1.641462072251470117e+00
-4.073000000000000231e-03	1.898677118115840612e+00	1.641122368540623322e+00
-4.072000000000000099e-03	1.898677118115840612e+00	1.640442961118930176e+00
-4.070999999999999966e-03	1.898677118115840612e+00	1.640442961118930176e+00
-4.069999999999999833e-03	1.899015869416215363e+00	1.641122368540623322e+00
-4.068999999999999700e-03	1.899354620716590114e+00	1.640782664829776749e+00
-4.067999999999999568e-03	1.900032123317339838e+00	1.641462072251470117e+00
-4.066999999999999435e-03	1.900370874617714589e+00	1.641122368540623322e+00
-4.066000000000000170e-03	1.900709625918089563e+00	1.643500294516549998e+00
-4.065000000000000037e-03	1.900709625918089563e+00	1.644179701938243365e+00
-4.063999999999999904e-03	1.901387128518839065e+00	1.643839998227396570e+00
-4.062999999999999771e-03	1.901048377218464314e+00	1.640103257408083381e+00
-4.061999999999999639e-03	1.902064631119588789e+00	1.638744442564696868e+00
-4.060999999999999506e-03	1.902742133720338513e+00	1.640782664829776749e+00
-4.060000000000000241e-03	1.903758387621462989e+00	1.643839998227396570e+00
-4.059000000000000108e-03	1.903758387621462989e+00	1.645198813070783306e+00
-4.057999999999999975e-03	1.904435890222212491e+00	1.645538516781629879e+00
-4.056999999999999842e-03	1.904774641522587464e+00	1.645538516781629879e+00
-4.055999999999999710e-03	1.904097138921837740e+00	1.644179701938243365e+00
-4.054999999999999577e-03	1.904774641522587464e+00	1.644179701938243365e+00
-4.053999999999999444e-03	1.905452144123336966e+00	1.645878220492476451e+00
-4.053000000000000179e-03	1.905452144123336966e+00	1.645538516781629879e+00
-4.052000000000000046e-03	1.905790895423711939e+00	1.646557627914169819e+00
-4.050999999999999913e-03	1.906468398024461663e+00	1.645198813070783306e+00
-4.049999999999999781e-03	1.906129646724086690e+00	1.647237035335863187e+00
-4.048999999999999648e-03	1.907145900625211166e+00	1.648595850179249700e+00
-4.047999999999999515e-03	1.908500905826710614e+00	1.648595850179249700e+00
-4.047000000000000250e-03	1.908500905826710614e+00	1.645198813070783306e+00
-4.046000000000000117e-03	1.908162154526335641e+00	1.643160590805703203e+00
-4.044999999999999984e-03	1.908500905826710614e+00	1.645198813070783306e+00
-4.043999999999999852e-03	1.909517159727835089e+00	1.647916442757556332e+00
-4.042999999999999719e-03	1.910194662328584592e+00	1.649275257600943068e+00
-4.041999999999999586e-03	1.910533413628959565e+00	1.649275257600943068e+00
-4.040999999999999454e-03	1.910872164929334316e+00	1.648595850179249700e+00
-4.040000000000000188e-03	1.910872164929334316e+00	1.648595850179249700e+00
-4.039000000000000055e-03	1.911888418830458791e+00	1.648935553890096273e+00
-4.037999999999999923e-03	1.911549667530084040e+00	1.649954665022636213e+00
-4.036999999999999790e-03	1.911888418830458791e+00	1.649954665022636213e+00
-4.035999999999999657e-03	1.912227170130833542e+00	1.649954665022636213e+00
-4.034999999999999525e-03	1.912904672731583267e+00	1.649614961311789640e+00
-4.033999999999999392e-03	1.912565921431208515e+00	1.651653183576869521e+00
-4.033000000000000126e-03	1.912904672731583267e+00	1.653351702131102829e+00
-4.031999999999999994e-03	1.912565921431208515e+00	1.652672294709409462e+00
-4.030999999999999861e-03	1.914259677933082493e+00	1.649275257600943068e+00
-4.029999999999999728e-03	1.914937180533832217e+00	1.647576739046709760e+00
-4.028999999999999596e-03	1.915275931834206968e+00	1.649614961311789640e+00
-4.027999999999999463e-03	1.915953434434956693e+00	1.652332590998562889e+00
-4.027000000000000197e-03	1.916292185735331666e+00	1.653351702131102829e+00
-4.026000000000000065e-03	1.915953434434956693e+00	1.653351702131102829e+00
-4.024999999999999932e-03	1.915953434434956693e+00	1.653011998420256035e+00
-4.023999999999999799e-03	1.916969688336081168e+00	1.653011998420256035e+00
-4.022999999999999667e-03	1.918324693537580616e+00	1.654031109552795975e+00
-4.021999999999999534e-03	1.918663444837955367e+00	1.655389924396182710e+00
-4.020999999999999401e-03	1.918324693537580616e+00	1.653691405841949402e+00
-4.020000000000000136e-03	1.917985942237205643e+00	1.654031109552795975e+00
-4.019000000000000003e-03	1.919002196138330119e+00	1.653691405841949402e+00
-4.017999999999999870e-03	1.919679698739079843e+00	1.655389924396182710e+00
-4.016999999999999738e-03	1.920018450039454594e+00	1.657088442950415796e+00
-4.015999999999999605e-03	1.920018450039454594e+00	1.656748739239569224e+00
-4.014999999999999472e-03	1.920357201339829567e+00	1.654031109552795975e+00
-4.014000000000000207e-03	1.921034703940579069e+00	1.650973776155176154e+00
-4.013000000000000074e-03	1.922050957841703545e+00	1.653011998420256035e+00
-4.011999999999999941e-03	1.921373455240954042e+00	1.655729628107029283e+00
-4.010999999999999809e-03	1.921373455240954042e+00	1.656748739239569224e+00
-4.009999999999999676e-03	1.922050957841703545e+00	1.657088442950415796e+00
-4.008999999999999543e-03	1.922728460442453269e+00	1.657088442950415796e+00
-4.007999999999999410e-03	1.923067211742828020e+00	1.657428146661262591e+00
-4.007000000000000145e-03	1.923067211742828020e+00	1.657428146661262591e+00
-4.006000000000000012e-03	1.923405963043202993e+00	1.658107554082955737e+00
-4.004999999999999880e-03	1.923744714343577744e+00	1.657767850372109164e+00
-4.003999999999999747e-03	1.924760968244702219e+00	1.658786961504649105e+00
-4.002999999999999614e-03	1.925438470845451944e+00	1.658447257793802532e+00
-4.001999999999999481e-03	1.924760968244702219e+00	1.659126665215495677e+00
-4.001000000000000216e-03	1.926115973446201668e+00	1.661504591191422353e+00
-4.000000000000000083e-03	1.926454724746576419e+00	1.662183998613115499e+00
-3.998999999999999951e-03	1.926115973446201668e+00	1.660145776348035618e+00
-3.997999999999999818e-03	1.927132227347326143e+00	1.655729628107029283e+00
-3.996999999999999685e-03	1.927470978647700894e+00	1.656409035528722651e+00
-3.995999999999999552e-03	1.927132227347326143e+00	1.658786961504649105e+00
-3.994999999999999420e-03	1.928148481248450619e+00	1.661164887480575558e+00
-3.994000000000000154e-03	1.928825983849200121e+00	1.661844294902268926e+00
-3.993000000000000022e-03	1.929164735149575094e+00	1.661844294902268926e+00
-3.991999999999999889e-03	1.929503486449949845e+00	1.661164887480575558e+00
-3.990999999999999756e-03	1.929503486449949845e+00	1.661504591191422353e+00
-3.989999999999999623e-03	1.930519740351074320e+00	1.662863406034808866e+00
-3.988999999999999491e-03	1.931197242951824045e+00	1.663542813456502234e+00
-3.988000000000000225e-03	1.932213496852948520e+00	1.664222220878195380e+00
-3.987000000000000093e-03	1.932213496852948520e+00	1.663542813456502234e+00
-3.985999999999999960e-03	1.931197242951824045e+00	1.663203109745655439e+00
-3.984999999999999827e-03	1.931197242951824045e+00	1.664561924589042174e+00
-3.983999999999999694e-03	1.932552248153323271e+00	1.666260443143275261e+00
-3.982999999999999562e-03	1.933229750754072995e+00	1.665581035721582115e+00
-3.981999999999999429e-03	1.933568502054447746e+00	1.661844294902268926e+00
-3.981000000000000164e-03	1.933907253354822497e+00	1.660825183769728985e+00
-3.980000000000000031e-03	1.933907253354822497e+00	1.662863406034808866e+00
-3.978999999999999898e-03	1.934584755955572222e+00	1.664901628299888747e+00
